fecha_hora,real,pred_ensamble,tercil_real,tercil_pred
2026-01-14 23:00:00,138.16688,155.13485587307696,bajo,bajo
2026-01-15 00:00:00,111.95694,118.91780051252864,bajo,bajo
2026-01-15 01:00:00,111.95694,110.16607052152123,bajo,bajo
2026-01-15 02:00:00,111.95694,107.51988971338145,bajo,bajo
2026-01-15 03:00:00,111.95694,106.1218192085872,bajo,bajo
2026-01-15 04:00:00,111.95694,103.92468738255496,bajo,bajo
2026-01-15 05:00:00,111.95694,109.11336654818322,bajo,bajo
2026-01-15 06:00:00,117.54694,111.92975334959652,bajo,bajo
2026-01-15 07:00:00,117.54694,112.61914072979803,bajo,bajo
2026-01-15 08:00:00,117.54694,112.17333233551211,bajo,bajo
2026-01-15 09:00:00,111.95694,111.90688701325224,bajo,bajo
2026-01-15 10:00:00,117.54694,112.16807831289124,bajo,bajo
2026-01-15 11:00:00,117.54694,114.39402709378454,bajo,bajo
2026-01-15 12:00:00,117.54694,117.16043470976754,bajo,bajo
2026-01-15 13:00:00,119.09994,119.77922986287594,bajo,bajo
2026-01-15 14:00:00,190.55694,128.14308500468283,bajo,bajo
2026-01-15 15:00:00,190.55694,133.4762307873906,bajo,bajo
2026-01-15 16:00:00,190.55694,144.50890470560043,bajo,bajo
2026-01-15 17:00:00,190.55694,157.02934966708298,bajo,bajo
2026-01-15 18:00:00,190.55694,174.5746080054524,bajo,bajo
2026-01-15 19:00:00,191.55694,209.09358091581413,bajo,medio
2026-01-15 20:00:00,190.55694,212.43838719668017,bajo,medio
2026-01-15 21:00:00,190.55694,183.34476622816757,bajo,bajo
2026-01-15 22:00:00,190.55694,140.27584377161224,bajo,bajo
2026-01-15 23:00:00,117.54694,127.19193275652437,bajo,bajo
2026-01-16 00:00:00,109.64545,114.90650493755884,bajo,bajo
2026-01-16 01:00:00,109.64545,110.3839593646364,bajo,bajo
2026-01-16 02:00:00,109.64545,109.62113288610314,bajo,bajo
2026-01-16 03:00:00,109.64545,108.34453092806616,bajo,bajo
2026-01-16 04:00:00,109.64545,109.09105269175092,bajo,bajo
2026-01-16 05:00:00,109.64545,111.2778921476082,bajo,bajo
2026-01-16 06:00:00,109.64545,113.36755049830516,bajo,bajo
2026-01-16 07:00:00,109.64545,112.9305296197579,bajo,bajo
2026-01-16 08:00:00,109.64545,112.6476656279429,bajo,bajo
2026-01-16 09:00:00,109.64545,110.90025579449414,bajo,bajo
2026-01-16 10:00:00,109.64545,113.83009183335471,bajo,bajo
2026-01-16 11:00:00,109.64545,114.80741686148832,bajo,bajo
2026-01-16 12:00:00,109.64545,116.12135362879776,bajo,bajo
2026-01-16 13:00:00,109.64545,119.98030682260568,bajo,bajo
2026-01-16 14:00:00,109.64545,136.51768465258036,bajo,bajo
2026-01-16 15:00:00,109.64545,143.41638239555408,bajo,bajo
2026-01-16 16:00:00,113.78145,145.98754671723168,bajo,bajo
2026-01-16 17:00:00,117.24545,149.55866372157726,bajo,bajo
2026-01-16 18:00:00,168.24545,161.49827911628665,bajo,bajo
2026-01-16 19:00:00,168.24545,163.813545017712,bajo,bajo
2026-01-16 20:00:00,168.24545,154.47624253017418,bajo,bajo
2026-01-16 21:00:00,117.24545,148.9183946945235,bajo,bajo
2026-01-16 22:00:00,109.64545,140.83237750282754,bajo,bajo
2026-01-16 23:00:00,109.64545,119.8162534188456,bajo,bajo
2026-01-17 00:00:00,100.55036,112.4919762404329,bajo,bajo
2026-01-17 01:00:00,100.55036,102.58142313238122,bajo,bajo
2026-01-17 02:00:00,100.55036,101.5409520112822,bajo,bajo
2026-01-17 03:00:00,100.55036,101.46823452887836,bajo,bajo
2026-01-17 04:00:00,100.55036,100.75133619007708,bajo,bajo
2026-01-17 05:00:00,100.55036,100.75060784376326,bajo,bajo
2026-01-17 06:00:00,104.68636,101.61702845807774,bajo,bajo
2026-01-17 07:00:00,100.55036,100.98710125699944,bajo,bajo
2026-01-17 08:00:00,100.55036,101.5635798272418,bajo,bajo
2026-01-17 09:00:00,100.55036,101.51600617873564,bajo,bajo
2026-01-17 10:00:00,100.55036,102.09122235616351,bajo,bajo
2026-01-17 11:00:00,100.55036,101.74758694170008,bajo,bajo
2026-01-17 12:00:00,100.55036,101.51021086857186,bajo,bajo
2026-01-17 13:00:00,100.55036,102.58895616100662,bajo,bajo
2026-01-17 14:00:00,100.55036,102.35611271073796,bajo,bajo
2026-01-17 15:00:00,100.55036,103.05880257844186,bajo,bajo
2026-01-17 16:00:00,108.15036,104.09186944776138,bajo,bajo
2026-01-17 17:00:00,114.15036,106.40239736627808,bajo,bajo
2026-01-17 18:00:00,126.15036,118.49933860291522,bajo,bajo
2026-01-17 19:00:00,126.15036,120.46025080972883,bajo,bajo
2026-01-17 20:00:00,126.15036,120.7610554998772,bajo,bajo
2026-01-17 21:00:00,126.15036,108.81791592599276,bajo,bajo
2026-01-17 22:00:00,126.15036,105.063812877227,bajo,bajo
2026-01-17 23:00:00,108.15036,103.8674631334428,bajo,bajo
2026-01-18 00:00:00,105.32193,100.8709507686939,bajo,bajo
2026-01-18 01:00:00,105.32193,104.51097588652604,bajo,bajo
2026-01-18 02:00:00,105.32193,104.2678340611898,bajo,bajo
2026-01-18 03:00:00,103.31193,104.16421313817064,bajo,bajo
2026-01-18 04:00:00,101.85793,103.68533961776616,bajo,bajo
2026-01-18 05:00:00,103.31193,102.57958972081492,bajo,bajo
2026-01-18 06:00:00,97.72193,103.4855772506323,bajo,bajo
2026-01-18 07:00:00,97.72193,102.5889767671841,bajo,bajo
2026-01-18 08:00:00,97.72193,102.29253645193916,bajo,bajo
2026-01-18 09:00:00,97.72193,102.2129976715443,bajo,bajo
2026-01-18 10:00:00,97.72193,102.24154452130055,bajo,bajo
2026-01-18 11:00:00,97.72193,103.12203525619364,bajo,bajo
