fecha,valor
2021-07-16,14245217000.0
2021-07-17,14319504600.0
2021-07-18,14374042000.0
2021-07-19,14347491300.0
2021-07-20,14327253500.0
2021-07-21,14365193100.0
2021-07-22,14412036100.0
2021-07-23,14489104000.0
2021-07-24,14460795700.0
2021-07-25,14521505500.0
2021-07-26,14515413500.0
2021-07-27,14532299700.0
2021-07-28,14511139900.0
2021-07-29,14486961300.0
2021-07-30,14531882600.0
2021-07-31,14493050400.0
2021-08-01,14469984100.0
2021-08-02,14431618900.0
2021-08-03,14406394300.0
2021-08-04,14360312500.0
2021-08-05,14306713400.0
2021-08-06,14243141500.0
2021-08-07,14198925300.0
2021-08-08,14177291200.0
2021-08-09,14138586000.0
2021-08-10,14194879100.0
2021-08-11,14204188700.0
2021-08-12,14276076700.0
2021-08-13,14342053800.0
2021-08-14,14415398100.0
2021-08-15,14488230000.0
2021-08-16,14509121000.0
2021-08-17,14595334100.0
2021-08-18,14618568100.0
2021-08-19,14629425700.0
2021-08-20,14644645100.0
2021-08-21,14629973600.0
2021-08-22,14615825400.0
2021-08-23,14653408500.0
2021-08-24,14660913900.0
2021-08-25,14675891200.0
2021-08-26,14658193800.0
2021-08-27,14615104300.0
2021-08-28,14610655100.0
2021-08-29,14585196300.0
2021-08-30,14613283800.0
2021-08-31,14616606000.0
2021-09-01,14608427200.0
2021-09-02,14560217100.0
2021-09-03,14502026000.0
2021-09-04,14477217000.0
2021-09-05,14520515200.0
2021-09-06,14525372100.0
2021-09-07,14551808600.0
2021-09-08,14555028700.0
2021-09-09,14509292700.0
2021-09-10,14469766600.0
2021-09-11,14496220600.0
2021-09-12,14484441900.0
2021-09-13,14450613800.0
2021-09-14,14390068300.0
2021-09-15,14388121900.0
2021-09-16,14341251100.0
2021-09-17,14268685600.0
2021-09-18,14209458400.0
2021-09-19,14201569200.0
2021-09-20,14155385200.0
2021-09-21,14186059200.0
2021-09-22,14230417600.0
2021-09-23,14391221800.0
2021-09-24,14391951800.0
2021-09-25,14356511600.0
2021-09-26,14320973100.0
2021-09-27,14261372500.0
2021-09-28,14218484700.0
2021-09-29,14209970400.0
2021-09-30,14244065600.0
2021-10-01,14228383000.0
2021-10-02,14240744600.0
2021-10-03,14241432100.0
2021-10-04,14192020500.0
2021-10-05,14162190400.0
2021-10-06,14200081100.0
2021-10-07,14221400300.0
2021-10-08,14194763900.0
2021-10-09,14160640300.0
2021-10-10,14161886200.0
2021-10-11,14174105700.0
2021-10-12,14128147300.0
2021-10-13,14102730000.0
2021-10-14,14089985500.0
2021-10-15,14071394100.0
2021-10-16,14130155600.0
2021-10-17,14183052500.0
2021-10-18,14158199600.0
2021-10-19,14139489500.0
2021-10-20,14124102800.0
2021-10-21,14112309200.0
2021-10-22,14118270400.0
2021-10-23,14096583500.0
2021-10-24,14081889300.0
2021-10-25,14044933900.0
2021-10-26,14107960600.0
2021-10-27,14183996100.0
2021-10-28,14210753300.0
2021-10-29,14245602600.0
2021-10-30,14255296400.0
2021-10-31,14288359700.0
2021-11-01,14299291900.0
2021-11-02,14283194300.0
2021-11-03,14320934600.0
2021-11-04,14394374900.0
2021-11-05,14352735200.0
2021-11-06,14297406100.0
2021-11-07,14282913400.0
2021-11-08,14260065200.0
2021-11-09,14269663600.0
2021-11-10,14281938100.0
2021-11-11,14267357900.0
2021-11-12,14237923900.0
2021-11-13,14245499300.0
2021-11-14,14253443900.0
2021-11-15,14240654600.0
2021-11-16,14186142500.0
2021-11-17,14129669200.0
2021-11-18,14066735200.0
2021-11-19,14019888800.0
2021-11-20,14019848200.0
2021-11-21,14009166700.0
2021-11-22,13984919600.0
2021-11-23,14013611400.0
2021-11-24,14074379900.0
2021-11-25,14154528500.0
2021-11-26,14226070600.0
2021-11-27,14277721400.0
2021-11-28,14274098500.0
2021-11-29,14252121800.0
2021-11-30,14248816500.0
2021-12-01,14253818200.0
2021-12-02,14215151800.0
2021-12-03,14181151600.0
2021-12-04,14163122900.0
2021-12-05,14144300100.0
2021-12-06,14096326300.0
2021-12-07,14030045800.0
2021-12-08,13976559700.0
2021-12-09,13904758700.0
2021-12-10,13839122600.0
2021-12-11,13792109700.0
2021-12-12,13789630300.0
2021-12-13,13756842400.0
2021-12-14,13702847900.0
2021-12-15,13649083600.0
2021-12-16,13596220500.0
2021-12-17,13549814700.0
2021-12-18,13533197300.0
2021-12-19,13515933100.0
2021-12-20,13482777000.0
2021-12-21,13463957500.0
2021-12-22,13448708700.0
2021-12-23,13426854100.0
2021-12-24,13403630900.0
2021-12-25,13384112400.0
2021-12-26,13390388800.0
2021-12-27,13382111100.0
2021-12-28,13363232200.0
2021-12-29,13353191300.0
2021-12-30,13336968300.0
2021-12-31,13308821700.0
2022-01-01,13311051600.0
2022-01-02,13302118300.0
2022-01-03,13264100500.0
2022-01-04,13205058100.0
2022-01-05,13113998400.0
2022-01-06,13068306200.0
2022-01-07,13028397000.0
2022-01-08,12958364400.0
2022-01-09,12896967200.0
2022-01-10,12839280500.0
2022-01-11,12763892200.0
2022-01-12,12697705100.0
2022-01-13,12644091000.0
2022-01-14,12639088500.0
2022-01-15,12589522200.0
2022-01-16,12537013200.0
2022-01-17,12463374200.0
2022-01-18,12388813300.0
2022-01-19,12300542900.0
2022-01-20,12205054000.0
2022-01-21,12112275400.0
2022-01-22,12057622800.0
2022-01-23,11997359800.0
2022-01-24,11913827600.0
2022-01-25,11869000300.0
2022-01-26,11800985200.0
2022-01-27,11724951300.0
2022-01-28,11643255100.0
2022-01-29,11564578300.0
2022-01-30,11498899800.0
2022-01-31,11413882000.0
2022-02-01,11321832600.0
2022-02-02,11224969900.0
2022-02-03,11134207400.0
2022-02-04,11038863900.0
2022-02-05,10976853700.0
2022-02-06,10947345200.0
2022-02-07,10898220800.0
2022-02-08,10864255700.0
2022-02-09,10832298400.0
2022-02-10,10765148800.0
2022-02-11,10687708000.0
2022-02-12,10618748200.0
2022-02-13,10571309300.0
2022-02-14,10508260000.0
2022-02-15,10445080800.0
2022-02-16,10375138000.0
2022-02-17,10292441500.0
2022-02-18,10254790100.0
2022-02-19,10218816600.0
2022-02-20,10224717400.0
2022-02-21,10219578700.0
2022-02-22,10185418200.0
2022-02-23,10125147600.0
2022-02-24,10053321700.0
2022-02-25,10005442200.0
2022-02-26,9976714800.0
2022-02-27,9992166100.0
2022-02-28,10059599800.0
2022-03-01,10111971100.0
2022-03-02,10162327200.0
2022-03-03,10182412200.0
2022-03-04,10168560300.0
2022-03-05,10161208800.0
2022-03-06,10260930000.0
2022-03-07,10298292100.0
2022-03-08,10273878300.0
2022-03-09,10214285000.0
2022-03-10,10163659200.0
2022-03-11,10113448000.0
2022-03-12,10109497000.0
2022-03-13,10088162100.0
2022-03-14,10066045700.0
2022-03-15,10043607400.0
2022-03-16,10007356300.0
2022-03-17,9971076400.0
2022-03-18,9916501400.0
2022-03-19,9867077100.0
2022-03-20,9865861400.0
2022-03-21,9853508600.0
2022-03-22,9822632800.0
2022-03-23,9775786100.0
2022-03-24,9710363000.0
2022-03-25,9643281100.0
2022-03-26,9609897800.0
2022-03-27,9645835000.0
2022-03-28,9637067600.0
2022-03-29,9660591100.0
2022-03-30,9685139100.0
2022-03-31,9732550100.0
2022-04-01,9803762200.0
2022-04-02,9825542200.0
2022-04-03,9815087500.0
2022-04-04,9821133800.0
2022-04-05,9823907300.0
2022-04-06,9837932200.0
2022-04-07,9940167900.0
2022-04-08,9973302300.0
2022-04-09,9995762100.0
2022-04-10,10007299900.0
